a_state_code,a_state_name,b_state_code,b_state_name,b_county_fips,b_county_name,inflow,outflow,net_migration
1,Alabama,1,Alabama,1,Autauga County,4147,2645,1502
1,Alabama,1,Alabama,3,Baldwin County,3194,4286,-1092
1,Alabama,1,Alabama,5,Barbour County,1139,893,246
1,Alabama,1,Alabama,7,Bibb County,1282,1631,-349
1,Alabama,1,Alabama,9,Blount County,2837,1500,1337
1,Alabama,1,Alabama,11,Bullock County,642,166,476
1,Alabama,1,Alabama,13,Butler County,706,303,403
1,Alabama,1,Alabama,15,Calhoun County,3274,5020,-1746
1,Alabama,1,Alabama,17,Chambers County,874,896,-22
1,Alabama,1,Alabama,19,Cherokee County,771,722,49
1,Alabama,1,Alabama,21,Chilton County,1192,1074,118
1,Alabama,1,Alabama,23,Choctaw County,434,172,262
1,Alabama,1,Alabama,25,Clarke County,788,238,550
1,Alabama,1,Alabama,27,Clay County,255,230,25
1,Alabama,1,Alabama,29,Cleburne County,378,428,-50
1,Alabama,1,Alabama,31,Coffee County,1764,2769,-1005
1,Alabama,1,Alabama,33,Colbert County,2566,1679,887
1,Alabama,1,Alabama,35,Conecuh County,587,180,407
1,Alabama,1,Alabama,37,Coosa County,410,691,-281
1,Alabama,1,Alabama,39,Covington County,977,967,10
1,Alabama,1,Alabama,41,Crenshaw County,459,353,106
1,Alabama,1,Alabama,43,Cullman County,2405,1767,638
1,Alabama,1,Alabama,45,Dale County,2261,1810,451
1,Alabama,1,Alabama,47,Dallas County,1459,975,484
1,Alabama,1,Alabama,49,DeKalb County,2062,2376,-314
1,Alabama,1,Alabama,51,Elmore County,4752,5659,-907
1,Alabama,1,Alabama,53,Escambia County,896,627,269
1,Alabama,1,Alabama,55,Etowah County,2959,3186,-227
1,Alabama,1,Alabama,57,Fayette County,567,626,-59
1,Alabama,1,Alabama,59,Franklin County,1017,1144,-127
1,Alabama,1,Alabama,61,Geneva County,963,543,420
1,Alabama,1,Alabama,63,Greene County,154,136,18
1,Alabama,1,Alabama,65,Hale County,810,329,481
1,Alabama,1,Alabama,67,Henry County,881,435,446
1,Alabama,1,Alabama,69,Houston County,3376,2202,1174
1,Alabama,1,Alabama,71,Jackson County,1183,826,357
1,Alabama,1,Alabama,73,Jefferson County,18122,17784,338
1,Alabama,1,Alabama,75,Lamar County,714,446,268
1,Alabama,1,Alabama,77,Lauderdale County,2854,4077,-1223
1,Alabama,1,Alabama,79,Lawrence County,1199,973,226
1,Alabama,1,Alabama,81,Lee County,5621,7652,-2031
1,Alabama,1,Alabama,83,Limestone County,3499,4160,-661
1,Alabama,1,Alabama,85,Lowndes County,414,235,179
1,Alabama,1,Alabama,87,Macon County,1188,654,534
1,Alabama,1,Alabama,89,Madison County,7448,8080,-632
1,Alabama,1,Alabama,91,Marengo County,789,459,330
1,Alabama,1,Alabama,93,Marion County,942,1447,-505
1,Alabama,1,Alabama,95,Marshall County,3549,3953,-404
1,Alabama,1,Alabama,97,Mobile County,5869,4010,1859
1,Alabama,1,Alabama,99,Monroe County,255,439,-184
1,Alabama,1,Alabama,101,Montgomery County,7132,8849,-1717
1,Alabama,1,Alabama,103,Morgan County,3795,4370,-575
1,Alabama,1,Alabama,105,Perry County,545,353,192
1,Alabama,1,Alabama,107,Pickens County,677,369,308
1,Alabama,1,Alabama,109,Pike County,1366,1244,122
1,Alabama,1,Alabama,111,Randolph County,630,444,186
1,Alabama,1,Alabama,113,Russell County,1453,1555,-102
1,Alabama,1,Alabama,115,St. Clair County,3523,4444,-921
1,Alabama,1,Alabama,117,Shelby County,8332,9125,-793
1,Alabama,1,Alabama,119,Sumter County,404,305,99
1,Alabama,1,Alabama,121,Talladega County,4151,2537,1614
1,Alabama,1,Alabama,123,Tallapoosa County,1631,869,762
1,Alabama,1,Alabama,125,Tuscaloosa County,5058,7712,-2654
1,Alabama,1,Alabama,127,Walker County,1417,2160,-743
1,Alabama,1,Alabama,129,Washington County,557,572,-15
1,Alabama,1,Alabama,131,Wilcox County,900,299,601
1,Alabama,1,Alabama,133,Winston County,1442,837,605
1,Alabama,10,Delaware,1,Kent County,9,148,-139
1,Alabama,10,Delaware,3,New Castle County,31,0,31
1,Alabama,10,Delaware,5,Sussex County,8,0,8
1,Alabama,11,District of Columbia,1,District of Columbia,212,310,-98
1,Alabama,12,Florida,1,Alachua County,414,75,339
1,Alabama,12,Florida,3,Baker County,9,0,9
1,Alabama,12,Florida,5,Bay County,744,746,-2
1,Alabama,12,Florida,7,Bradford County,12,0,12
1,Alabama,12,Florida,9,Brevard County,309,301,8
1,Alabama,12,Florida,11,Broward County,504,333,171
1,Alabama,12,Florida,13,Calhoun County,17,0,17
1,Alabama,12,Florida,15,Charlotte County,18,0,18
1,Alabama,12,Florida,17,Citrus County,12,30,-18
1,Alabama,12,Florida,19,Clay County,261,176,85
1,Alabama,12,Florida,21,Collier County,60,69,-9
1,Alabama,12,Florida,23,Columbia County,50,41,9
1,Alabama,12,Florida,29,Dixie County,0,63,-63
1,Alabama,12,Florida,31,Duval County,990,552,438
1,Alabama,12,Florida,33,Escambia County,2367,1568,799
1,Alabama,12,Florida,35,Flagler County,88,24,64
1,Alabama,12,Florida,37,Franklin County,52,19,33
1,Alabama,12,Florida,39,Gadsden County,38,11,27
1,Alabama,12,Florida,41,Gilchrist County,0,51,-51
1,Alabama,12,Florida,45,Gulf County,7,39,-32
1,Alabama,12,Florida,49,Hardee County,18,0,18
1,Alabama,12,Florida,53,Hernando County,4,95,-91
1,Alabama,12,Florida,55,Highlands County,79,43,36
1,Alabama,12,Florida,57,Hillsborough County,1180,463,717
1,Alabama,12,Florida,59,Holmes County,185,165,20
1,Alabama,12,Florida,61,Indian River County,27,36,-9
1,Alabama,12,Florida,63,Jackson County,254,412,-158
1,Alabama,12,Florida,65,Jefferson County,0,5,-5
1,Alabama,12,Florida,69,Lake County,177,16,161
1,Alabama,12,Florida,71,Lee County,109,64,45
1,Alabama,12,Florida,73,Leon County,271,281,-10
1,Alabama,12,Florida,75,Levy County,0,17,-17
1,Alabama,12,Florida,79,Madison County,16,3,13
1,Alabama,12,Florida,81,Manatee County,154,258,-104
1,Alabama,12,Florida,83,Marion County,116,199,-83
1,Alabama,12,Florida,85,Martin County,44,0,44
1,Alabama,12,Florida,86,Miami-Dade County,727,467,260
1,Alabama,12,Florida,87,Monroe County,29,37,-8
1,Alabama,12,Florida,89,Nassau County,76,5,71
1,Alabama,12,Florida,91,Okaloosa County,927,864,63
1,Alabama,12,Florida,93,Okeechobee County,12,0,12
1,Alabama,12,Florida,95,Orange County,605,265,340
1,Alabama,12,Florida,97,Osceola County,246,0,246
1,Alabama,12,Florida,99,Palm Beach County,274,332,-58
1,Alabama,12,Florida,101,Pasco County,92,160,-68
1,Alabama,12,Florida,103,Pinellas County,244,268,-24
1,Alabama,12,Florida,105,Polk County,165,455,-290
1,Alabama,12,Florida,107,Putnam County,14,0,14
1,Alabama,12,Florida,109,St. Johns County,660,40,620
1,Alabama,12,Florida,111,St. Lucie County,66,25,41
1,Alabama,12,Florida,113,Santa Rosa County,904,1198,-294
1,Alabama,12,Florida,115,Sarasota County,69,442,-373
1,Alabama,12,Florida,117,Seminole County,207,167,40
1,Alabama,12,Florida,119,Sumter County,24,19,5
1,Alabama,12,Florida,121,Suwannee County,0,126,-126
1,Alabama,12,Florida,123,Taylor County,0,15,-15
1,Alabama,12,Florida,125,Union County,0,12,-12
1,Alabama,12,Florida,127,Volusia County,135,130,5
1,Alabama,12,Florida,129,Wakulla County,14,5,9
1,Alabama,12,Florida,131,Walton County,167,333,-166
1,Alabama,12,Florida,133,Washington County,119,4,115
1,Alabama,13,Georgia,1,Appling County,13,0,13
1,Alabama,13,Georgia,3,Atkinson County,0,4,-4
1,Alabama,13,Georgia,7,Baker County,28,0,28
1,Alabama,13,Georgia,9,Baldwin County,61,57,4
1,Alabama,13,Georgia,11,Banks County,25,24,1
1,Alabama,13,Georgia,13,Barrow County,96,36,60
1,Alabama,13,Georgia,15,Bartow County,310,99,211
1,Alabama,13,Georgia,17,Ben Hill County,0,17,-17
1,Alabama,13,Georgia,19,Berrien County,0,42,-42
1,Alabama,13,Georgia,21,Bibb County,165,98,67
1,Alabama,13,Georgia,25,Brantley County,18,0,18
1,Alabama,13,Georgia,27,Brooks County,0,4,-4
1,Alabama,13,Georgia,29,Bryan County,0,13,-13
1,Alabama,13,Georgia,31,Bulloch County,90,109,-19
1,Alabama,13,Georgia,35,Butts County,24,25,-1
1,Alabama,13,Georgia,37,Calhoun County,0,4,-4
1,Alabama,13,Georgia,39,Camden County,74,99,-25
1,Alabama,13,Georgia,43,Candler County,0,4,-4
1,Alabama,13,Georgia,45,Carroll County,415,344,71
1,Alabama,13,Georgia,47,Catoosa County,84,62,22
1,Alabama,13,Georgia,51,Chatham County,534,433,101
1,Alabama,13,Georgia,53,Chattahoochee County,169,265,-96
1,Alabama,13,Georgia,55,Chattooga County,149,107,42
1,Alabama,13,Georgia,57,Cherokee County,232,426,-194
1,Alabama,13,Georgia,59,Clarke County,191,167,24
1,Alabama,13,Georgia,61,Clay County,16,49,-33
1,Alabama,13,Georgia,63,Clayton County,574,708,-134
1,Alabama,13,Georgia,67,Cobb County,1352,1046,306
1,Alabama,13,Georgia,69,Coffee County,25,169,-144
1,Alabama,13,Georgia,71,Colquitt County,37,14,23
1,Alabama,13,Georgia,73,Columbia County,149,257,-108
1,Alabama,13,Georgia,75,Cook County,3,20,-17
1,Alabama,13,Georgia,77,Coweta County,363,400,-37
1,Alabama,13,Georgia,81,Crisp County,10,3,7
1,Alabama,13,Georgia,83,Dade County,177,55,122
1,Alabama,13,Georgia,85,Dawson County,6,0,6
1,Alabama,13,Georgia,87,Decatur County,5,8,-3
1,Alabama,13,Georgia,89,DeKalb County,1136,1002,134
1,Alabama,13,Georgia,93,Dooly County,0,7,-7
1,Alabama,13,Georgia,95,Dougherty County,160,157,3
1,Alabama,13,Georgia,97,Douglas County,154,433,-279
1,Alabama,13,Georgia,99,Early County,71,0,71
1,Alabama,13,Georgia,103,Effingham County,97,62,35
1,Alabama,13,Georgia,105,Elbert County,8,15,-7
1,Alabama,13,Georgia,107,Emanuel County,0,18,-18
1,Alabama,13,Georgia,113,Fayette County,263,438,-175
1,Alabama,13,Georgia,115,Floyd County,678,280,398
1,Alabama,13,Georgia,117,Forsyth County,220,149,71
1,Alabama,13,Georgia,121,Fulton County,1814,1441,373
1,Alabama,13,Georgia,127,Glynn County,67,80,-13
1,Alabama,13,Georgia,129,Gordon County,45,0,45
1,Alabama,13,Georgia,131,Grady County,34,0,34
1,Alabama,13,Georgia,133,Greene County,15,6,9
1,Alabama,13,Georgia,135,Gwinnett County,1038,816,222
1,Alabama,13,Georgia,137,Habersham County,0,13,-13
1,Alabama,13,Georgia,139,Hall County,137,73,64
1,Alabama,13,Georgia,141,Hancock County,36,0,36
1,Alabama,13,Georgia,143,Haralson County,520,325,195
1,Alabama,13,Georgia,145,Harris County,251,127,124
1,Alabama,13,Georgia,147,Hart County,0,42,-42
1,Alabama,13,Georgia,149,Heard County,46,134,-88
1,Alabama,13,Georgia,151,Henry County,734,79,655
1,Alabama,13,Georgia,153,Houston County,227,119,108
1,Alabama,13,Georgia,155,Irwin County,15,1,14
1,Alabama,13,Georgia,157,Jackson County,60,23,37
1,Alabama,13,Georgia,161,Jeff Davis County,0,3,-3
1,Alabama,13,Georgia,165,Jenkins County,0,4,-4
1,Alabama,13,Georgia,167,Johnson County,0,8,-8
1,Alabama,13,Georgia,169,Jones County,159,11,148
1,Alabama,13,Georgia,175,Laurens County,120,16,104
1,Alabama,13,Georgia,177,Lee County,109,234,-125
1,Alabama,13,Georgia,179,Liberty County,264,262,2
1,Alabama,13,Georgia,181,Lincoln County,0,8,-8
1,Alabama,13,Georgia,183,Long County,24,0,24
1,Alabama,13,Georgia,185,Lowndes County,276,324,-48
1,Alabama,13,Georgia,187,Lumpkin County,0,12,-12
1,Alabama,13,Georgia,189,McDuffie County,0,5,-5
1,Alabama,13,Georgia,197,Marion County,0,92,-92
1,Alabama,13,Georgia,199,Meriwether County,25,0,25
1,Alabama,13,Georgia,201,Miller County,1,5,-4
1,Alabama,13,Georgia,205,Mitchell County,97,9,88
1,Alabama,13,Georgia,207,Monroe County,23,34,-11
1,Alabama,13,Georgia,211,Morgan County,264,0,264
1,Alabama,13,Georgia,213,Murray County,35,9,26
1,Alabama,13,Georgia,215,Muscogee County,3552,2431,1121
1,Alabama,13,Georgia,217,Newton County,89,176,-87
1,Alabama,13,Georgia,219,Oconee County,8,28,-20
1,Alabama,13,Georgia,223,Paulding County,532,141,391
1,Alabama,13,Georgia,225,Peach County,0,56,-56
1,Alabama,13,Georgia,227,Pickens County,62,1,61
1,Alabama,13,Georgia,231,Pike County,0,27,-27
1,Alabama,13,Georgia,233,Polk County,218,120,98
1,Alabama,13,Georgia,235,Pulaski County,8,0,8
1,Alabama,13,Georgia,237,Putnam County,35,0,35
1,Alabama,13,Georgia,239,Quitman County,116,87,29
1,Alabama,13,Georgia,241,Rabun County,0,8,-8
1,Alabama,13,Georgia,243,Randolph County,101,38,63
1,Alabama,13,Georgia,245,Richmond County,64,174,-110
1,Alabama,13,Georgia,247,Rockdale County,135,508,-373
1,Alabama,13,Georgia,251,Screven County,0,7,-7
1,Alabama,13,Georgia,253,Seminole County,108,40,68
1,Alabama,13,Georgia,255,Spalding County,134,28,106
1,Alabama,13,Georgia,257,Stephens County,8,4,4
1,Alabama,13,Georgia,259,Stewart County,43,0,43
1,Alabama,13,Georgia,261,Sumter County,10,57,-47
1,Alabama,13,Georgia,265,Taliaferro County,0,3,-3
1,Alabama,13,Georgia,267,Tattnall County,0,12,-12
1,Alabama,13,Georgia,269,Taylor County,23,3,20
1,Alabama,13,Georgia,275,Thomas County,60,163,-103
1,Alabama,13,Georgia,277,Tift County,2,0,2
1,Alabama,13,Georgia,279,Toombs County,7,41,-34
1,Alabama,13,Georgia,281,Towns County,14,0,14
1,Alabama,13,Georgia,285,Troup County,931,396,535
1,Alabama,13,Georgia,291,Union County,0,1,-1
1,Alabama,13,Georgia,293,Upson County,71,0,71
1,Alabama,13,Georgia,295,Walker County,271,87,184
1,Alabama,13,Georgia,297,Walton County,53,391,-338
1,Alabama,13,Georgia,305,Wayne County,18,5,13
1,Alabama,13,Georgia,307,Webster County,0,36,-36
1,Alabama,13,Georgia,313,Whitfield County,90,8,82
1,Alabama,13,Georgia,315,Wilcox County,0,10,-10
1,Alabama,13,Georgia,321,Worth County,36,0,36
1,Alabama,15,Hawaii,1,Hawaii County,109,11,98
1,Alabama,15,Hawaii,3,Honolulu County,782,506,276
1,Alabama,15,Hawaii,7,Kauai County,0,47,-47
1,Alabama,15,Hawaii,9,Maui County,29,0,29
1,Alabama,16,Idaho,1,Ada County,82,0,82
1,Alabama,16,Idaho,5,Bannock County,21,0,21
1,Alabama,16,Idaho,17,Bonner County,0,17,-17
1,Alabama,16,Idaho,23,Butte County,0,4,-4
1,Alabama,16,Idaho,39,Elmore County,0,23,-23
1,Alabama,16,Idaho,41,Franklin County,0,2,-2
1,Alabama,16,Idaho,45,Gem County,0,50,-50
1,Alabama,16,Idaho,55,Kootenai County,28,0,28
1,Alabama,16,Idaho,57,Latah County,11,3,8
1,Alabama,16,Idaho,65,Madison County,11,32,-21
1,Alabama,16,Idaho,67,Minidoka County,44,0,44
1,Alabama,16,Idaho,83,Twin Falls County,20,10,10
1,Alabama,17,Illinois,1,Adams County,0,71,-71
1,Alabama,17,Illinois,5,Bond County,8,0,8
1,Alabama,17,Illinois,19,Champaign County,9,58,-49
1,Alabama,17,Illinois,27,Clinton County,0,3,-3
1,Alabama,17,Illinois,29,Coles County,0,112,-112
1,Alabama,17,Illinois,31,Cook County,827,334,493
1,Alabama,17,Illinois,33,Crawford County,33,0,33
1,Alabama,17,Illinois,39,De Witt County,10,16,-6
1,Alabama,17,Illinois,43,DuPage County,125,85,40
1,Alabama,17,Illinois,45,Edgar County,9,52,-43
1,Alabama,17,Illinois,49,Effingham County,0,2,-2
1,Alabama,17,Illinois,55,Franklin County,0,8,-8
1,Alabama,17,Illinois,63,Grundy County,0,2,-2
1,Alabama,17,Illinois,65,Hamilton County,22,0,22
1,Alabama,17,Illinois,71,Henderson County,0,12,-12
1,Alabama,17,Illinois,73,Henry County,0,14,-14
1,Alabama,17,Illinois,77,Jackson County,2,80,-78
1,Alabama,17,Illinois,83,Jersey County,67,4,63
1,Alabama,17,Illinois,89,Kane County,162,63,99
1,Alabama,17,Illinois,97,Lake County,171,183,-12
1,Alabama,17,Illinois,101,Lawrence County,9,0,9
1,Alabama,17,Illinois,103,Lee County,30,0,30
1,Alabama,17,Illinois,105,Livingston County,0,1,-1
1,Alabama,17,Illinois,107,Logan County,7,0,7
1,Alabama,17,Illinois,111,McHenry County,19,7,12
1,Alabama,17,Illinois,113,McLean County,111,137,-26
1,Alabama,17,Illinois,115,Macon County,98,11,87
1,Alabama,17,Illinois,117,Macoupin County,0,22,-22
1,Alabama,17,Illinois,119,Madison County,103,29,74
1,Alabama,17,Illinois,121,Marion County,140,26,114
1,Alabama,17,Illinois,137,Morgan County,53,7,46
1,Alabama,17,Illinois,141,Ogle County,0,3,-3
1,Alabama,17,Illinois,143,Peoria County,47,44,3
1,Alabama,17,Illinois,145,Perry County,0,13,-13
1,Alabama,17,Illinois,157,Randolph County,0,13,-13
1,Alabama,17,Illinois,163,St. Clair County,85,323,-238
1,Alabama,17,Illinois,167,Sangamon County,38,0,38
1,Alabama,17,Illinois,177,Stephenson County,49,0,49
1,Alabama,17,Illinois,179,Tazewell County,0,22,-22
1,Alabama,17,Illinois,183,Vermilion County,17,0,17
1,Alabama,17,Illinois,187,Warren County,0,10,-10
1,Alabama,17,Illinois,197,Will County,114,74,40
1,Alabama,17,Illinois,199,Williamson County,240,16,224
1,Alabama,17,Illinois,201,Winnebago County,30,32,-2
1,Alabama,18,Indiana,1,Adams County,0,21,-21
1,Alabama,18,Indiana,3,Allen County,235,130,105
1,Alabama,18,Indiana,5,Bartholomew County,15,6,9
1,Alabama,18,Indiana,9,Blackford County,0,5,-5
1,Alabama,18,Indiana,11,Boone County,29,14,15
1,Alabama,18,Indiana,17,Cass County,0,5,-5
1,Alabama,18,Indiana,19,Clark County,0,11,-11
1,Alabama,18,Indiana,23,Clinton County,0,3,-3
1,Alabama,18,Indiana,29,Dearborn County,0,16,-16
1,Alabama,18,Indiana,33,DeKalb County,0,16,-16
1,Alabama,18,Indiana,35,Delaware County,0,2,-2
1,Alabama,18,Indiana,39,Elkhart County,0,7,-7
1,Alabama,18,Indiana,43,Floyd County,33,59,-26
1,Alabama,18,Indiana,45,Fountain County,53,0,53
1,Alabama,18,Indiana,47,Franklin County,5,0,5
1,Alabama,18,Indiana,51,Gibson County,0,10,-10
1,Alabama,18,Indiana,53,Grant County,204,15,189
1,Alabama,18,Indiana,55,Greene County,0,8,-8
1,Alabama,18,Indiana,57,Hamilton County,193,77,116
1,Alabama,18,Indiana,61,Harrison County,57,0,57
1,Alabama,18,Indiana,63,Hendricks County,52,52,0
1,Alabama,18,Indiana,67,Howard County,34,26,8
1,Alabama,18,Indiana,73,Jasper County,3,0,3
1,Alabama,18,Indiana,79,Jennings County,0,16,-16
1,Alabama,18,Indiana,81,Johnson County,174,23,151
1,Alabama,18,Indiana,85,Kosciusko County,3,36,-33
1,Alabama,18,Indiana,89,Lake County,86,135,-49
1,Alabama,18,Indiana,91,LaPorte County,24,0,24
1,Alabama,18,Indiana,95,Madison County,16,0,16
1,Alabama,18,Indiana,97,Marion County,117,207,-90
1,Alabama,18,Indiana,99,Marshall County,11,0,11
1,Alabama,18,Indiana,105,Monroe County,15,2,13
1,Alabama,18,Indiana,107,Montgomery County,12,0,12
1,Alabama,18,Indiana,119,Owen County,21,4,17
1,Alabama,18,Indiana,123,Perry County,10,0,10
1,Alabama,18,Indiana,127,Porter County,0,160,-160
1,Alabama,18,Indiana,139,Rush County,16,0,16
1,Alabama,18,Indiana,141,St. Joseph County,34,65,-31
1,Alabama,18,Indiana,143,Scott County,4,0,4
1,Alabama,18,Indiana,157,Tippecanoe County,31,24,7
1,Alabama,18,Indiana,163,Vanderburgh County,34,59,-25
1,Alabama,18,Indiana,167,Vigo County,43,19,24
1,Alabama,18,Indiana,173,Warrick County,28,0,28
1,Alabama,18,Indiana,175,Washington County,0,3,-3
1,Alabama,18,Indiana,177,Wayne County,0,49,-49
1,Alabama,18,Indiana,179,Wells County,0,53,-53
1,Alabama,18,Indiana,183,Whitley County,0,24,-24
1,Alabama,19,Iowa,13,Black Hawk County,78,3,75
1,Alabama,19,Iowa,35,Cherokee County,0,3,-3
1,Alabama,19,Iowa,37,Chickasaw County,0,3,-3
1,Alabama,19,Iowa,45,Clinton County,14,0,14
1,Alabama,19,Iowa,49,Dallas County,3,0,3
1,Alabama,19,Iowa,53,Decatur County,21,0,21
1,Alabama,19,Iowa,57,Des Moines County,0,67,-67
1,Alabama,19,Iowa,61,Dubuque County,0,111,-111
1,Alabama,19,Iowa,65,Fayette County,21,0,21
1,Alabama,19,Iowa,67,Floyd County,0,6,-6
1,Alabama,19,Iowa,69,Franklin County,0,19,-19
1,Alabama,19,Iowa,71,Fremont County,0,1,-1
1,Alabama,19,Iowa,75,Grundy County,0,10,-10
1,Alabama,19,Iowa,81,Hancock County,0,46,-46
1,Alabama,19,Iowa,89,Howard County,0,4,-4
1,Alabama,19,Iowa,91,Humboldt County,3,0,3
1,Alabama,19,Iowa,93,Ida County,0,1,-1
1,Alabama,19,Iowa,101,Jefferson County,0,107,-107
1,Alabama,19,Iowa,103,Johnson County,49,40,9
1,Alabama,19,Iowa,113,Linn County,19,21,-2
1,Alabama,19,Iowa,129,Mills County,59,0,59
1,Alabama,19,Iowa,145,Page County,0,3,-3
1,Alabama,19,Iowa,153,Polk County,6,5,1
1,Alabama,19,Iowa,155,Pottawattamie County,64,0,64
1,Alabama,19,Iowa,159,Ringgold County,13,0,13
1,Alabama,19,Iowa,163,Scott County,60,25,35
1,Alabama,19,Iowa,169,Story County,80,27,53
1,Alabama,19,Iowa,179,Wapello County,0,12,-12
1,Alabama,19,Iowa,183,Washington County,7,0,7
1,Alabama,19,Iowa,187,Webster County,11,6,5
1,Alabama,19,Iowa,193,Woodbury County,0,11,-11
1,Alabama,2,Alaska,16,Aleutians West Census Area,0,3,-3
1,Alabama,2,Alaska,20,Anchorage Municipality,401,124,277
1,Alabama,2,Alaska,60,Bristol Bay Borough,0,2,-2
1,Alabama,2,Alaska,90,Fairbanks North Star Borough,228,217,11
1,Alabama,2,Alaska,110,Juneau City and Borough,0,3,-3
1,Alabama,2,Alaska,122,Kenai Peninsula Borough,42,0,42
1,Alabama,2,Alaska,130,Ketchikan Gateway Borough,0,4,-4
1,Alabama,2,Alaska,150,Kodiak Island Borough,101,35,66
1,Alabama,2,Alaska,170,Matanuska-Susitna Borough,0,109,-109
1,Alabama,2,Alaska,185,North Slope Borough,0,3,-3
1,Alabama,2,Alaska,261,Valdez-Cordova Census Area,0,132,-132
1,Alabama,20,Kansas,5,Atchison County,0,5,-5
1,Alabama,20,Kansas,11,Bourbon County,4,0,4
1,Alabama,20,Kansas,15,Butler County,0,4,-4
1,Alabama,20,Kansas,41,Dickinson County,20,0,20
1,Alabama,20,Kansas,43,Doniphan County,0,5,-5
1,Alabama,20,Kansas,45,Douglas County,0,22,-22
1,Alabama,20,Kansas,51,Ellis County,20,0,20
1,Alabama,20,Kansas,55,Finney County,13,0,13
1,Alabama,20,Kansas,57,Ford County,0,24,-24
1,Alabama,20,Kansas,61,Geary County,48,52,-4
1,Alabama,20,Kansas,79,Harvey County,21,0,21
1,Alabama,20,Kansas,91,Johnson County,191,51,140
1,Alabama,20,Kansas,103,Leavenworth County,78,88,-10
1,Alabama,20,Kansas,107,Linn County,0,28,-28
1,Alabama,20,Kansas,111,Lyon County,0,5,-5
1,Alabama,20,Kansas,115,Marion County,0,3,-3
1,Alabama,20,Kansas,125,Montgomery County,9,0,9
1,Alabama,20,Kansas,139,Osage County,0,17,-17
1,Alabama,20,Kansas,155,Reno County,0,5,-5
1,Alabama,20,Kansas,161,Riley County,252,95,157
1,Alabama,20,Kansas,169,Saline County,38,63,-25
1,Alabama,20,Kansas,173,Sedgwick County,115,109,6
1,Alabama,20,Kansas,175,Seward County,0,66,-66
1,Alabama,20,Kansas,177,Shawnee County,80,28,52
1,Alabama,20,Kansas,209,Wyandotte County,20,0,20
1,Alabama,21,Kentucky,1,Adair County,2,31,-29
1,Alabama,21,Kentucky,9,Barren County,5,59,-54
1,Alabama,21,Kentucky,13,Bell County,9,16,-7
1,Alabama,21,Kentucky,15,Boone County,24,225,-201
1,Alabama,21,Kentucky,17,Bourbon County,14,0,14
1,Alabama,21,Kentucky,19,Boyd County,0,9,-9
1,Alabama,21,Kentucky,21,Boyle County,0,28,-28
1,Alabama,21,Kentucky,23,Bracken County,3,0,3
1,Alabama,21,Kentucky,29,Bullitt County,15,0,15
1,Alabama,21,Kentucky,31,Butler County,9,0,9
1,Alabama,21,Kentucky,35,Calloway County,3,12,-9
1,Alabama,21,Kentucky,37,Campbell County,37,0,37
1,Alabama,21,Kentucky,43,Carter County,0,16,-16
1,Alabama,21,Kentucky,45,Casey County,5,0,5
1,Alabama,21,Kentucky,47,Christian County,168,209,-41
1,Alabama,21,Kentucky,51,Clay County,42,4,38
1,Alabama,21,Kentucky,55,Crittenden County,13,0,13
1,Alabama,21,Kentucky,59,Daviess County,0,11,-11
1,Alabama,21,Kentucky,61,Edmonson County,0,9,-9
1,Alabama,21,Kentucky,67,Fayette County,350,163,187
1,Alabama,21,Kentucky,71,Floyd County,0,7,-7
1,Alabama,21,Kentucky,73,Franklin County,0,2,-2
1,Alabama,21,Kentucky,75,Fulton County,9,0,9
1,Alabama,21,Kentucky,85,Grayson County,48,0,48
1,Alabama,21,Kentucky,93,Hardin County,97,109,-12
1,Alabama,21,Kentucky,95,Harlan County,11,8,3
1,Alabama,21,Kentucky,99,Hart County,12,0,12
1,Alabama,21,Kentucky,101,Henderson County,1,13,-12
1,Alabama,21,Kentucky,103,Henry County,9,0,9
1,Alabama,21,Kentucky,107,Hopkins County,15,10,5
1,Alabama,21,Kentucky,111,Jefferson County,305,184,121
1,Alabama,21,Kentucky,113,Jessamine County,37,92,-55
1,Alabama,21,Kentucky,115,Johnson County,0,52,-52
1,Alabama,21,Kentucky,117,Kenton County,65,40,25
1,Alabama,21,Kentucky,121,Knox County,82,1,81
1,Alabama,21,Kentucky,129,Lee County,13,0,13
1,Alabama,21,Kentucky,137,Lincoln County,25,0,25
1,Alabama,21,Kentucky,141,Logan County,15,0,15
1,Alabama,21,Kentucky,145,McCracken County,21,27,-6
1,Alabama,21,Kentucky,147,McCreary County,0,17,-17
1,Alabama,21,Kentucky,151,Madison County,77,46,31
1,Alabama,21,Kentucky,155,Marion County,2,0,2
1,Alabama,21,Kentucky,157,Marshall County,20,0,20
1,Alabama,21,Kentucky,163,Meade County,0,18,-18
1,Alabama,21,Kentucky,165,Menifee County,0,8,-8
1,Alabama,21,Kentucky,167,Mercer County,0,9,-9
1,Alabama,21,Kentucky,173,Montgomery County,2,0,2
1,Alabama,21,Kentucky,179,Nelson County,7,0,7
1,Alabama,21,Kentucky,183,Ohio County,5,0,5
1,Alabama,21,Kentucky,185,Oldham County,185,11,174
1,Alabama,21,Kentucky,191,Pendleton County,14,0,14
1,Alabama,21,Kentucky,197,Powell County,2,0,2
1,Alabama,21,Kentucky,199,Pulaski County,80,0,80
1,Alabama,21,Kentucky,205,Rowan County,79,0,79
1,Alabama,21,Kentucky,207,Russell County,2,0,2
1,Alabama,21,Kentucky,209,Scott County,28,90,-62
